FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
192.50771616871248,140.45532375949244,179.352746386545,259.2577228679524,0.9997076392173767,186.66709924454182,187.42673143640403,189.18008968839493,193.49004355939968,202.4414961995558,217.57083233193157,236.3608799404865,256.77509283682036,281.2324688083559,307.0931562993677,330.39415603317383,350.1411346481417,365.29921329444437,373.9202614652322,377.1120712779196,378.7126955196145,379.12675461217805,193.70316466427818,203.33164258409278,219.3895937107742,236.77520791463195,253.1383210932087,285.53167205197417,302.9959572979834,321.43262960547526,339.4878609378213,352.44272390206254,270.077768034913,269.9895377889361,269.57571049083975,269.3422656470813,250.32955627337986,260.63940330116736,272.02862444469633,283.717741269827,294.27616468418864,215.3340991699199,226.4427099315143,237.82799984088035,248.90222157532804,237.75947212461148,226.48507268833106,296.9447123949477,308.24039056331264,319.85863391216685,331.98304220305215,320.42920062895155,308.7596843439634,236.40138834156605,249.39034363603605,263.7781136373195,274.4632451792053,286.02003517892797,303.0989482156285,319.49811006973675,306.4140355977262,290.8413415521388,277.30702950713146,264.796108578159,249.84310313283532,241.12221644915564,263.817323989383,274.86420324848535,287.00443846558784,315.07411795678246,289.05563406431213,276.4732648087846,264.614873120182,248.04117886856199,273.68526833768794,298.4490024205694,323.52651203774565,346.64778761350055,366.94847685160187,383.7280783287579,398.2264513779877,403.37347533644095,399.54525063474017,385.6957722886352,367.03309110389114,344.4003640906638,318.49989139731,290.7227921543337,263.52649567181163,236.08951308637728,234.63190603091533,221.8451125989169,217.05404149600147,217.6178954450175,222.37778555621162,219.62662629735945,214.25678295352208,213.53773797285822,218.5972548840721,230.2941414597417,243.89593351002637,261.4228959799536,278.34207481345004,295.632013533046,304.4789222326271,308.4909877621157,311.2015180867654,306.9251326904937,302.2966607703962,250.90153186500024,246.35145283369374,245.90782603890028,249.85766866162652,252.23080823166796,252.7415441605914,248.04989434052692,242.44451073094805,242.1670712973241,245.27921798754056,248.09868243997315,248.90796964258874,329.5404658469058,324.6899533708339,322.68587695139234,324.3015956487882,321.6078657871177,321.7604236336187,324.85656723382294,343.42988701559045,352.89448161123903,354.90039384286047,353.57736665502716,345.3663907119678,330.81301747157204,327.84729071036634,328.9767046156767,326.7432629350986,326.45893456991087,341.63561240425787,343.6144510421159,342.31966569216036,0.8118084874387806,-3.737932481259026,6.1011181740032185,0.6361923,0.29003245,0.063293494,0.22251756,0.9303851,1.0,0.36380515,0.7453531,1.0,0.95591956,0.7361708,0.108830184,0.16087234,1.0,0.159763,0.012507698,0.9997017,0.8404136,0.022155553,0.1382152,0.0004984173,2.4578434e-05,0.0019156807,0.99062914,2.7058282e-05,0.006875545,2.9570136e-05,C:\Users\Miguel Capule\AppData\Roaming\Python\Python311\site-packages\feat\tests\data\single_face.jpg,0
